information_gain	1.0	1.0	0.0	0.44	0.12806248474865728
information_gain	21.0	1.0	0.0	0.48	0.10770329614269007
information_gain	41.0	1.0	0.0	0.45	0.08062257748298587
information_gain	60.0	1.0	0.0	0.46	0.10198039027185607
information_gain	80.0	1.0	0.0	0.49	0.1445683229480099
information_gain	100.0	1.0	0.0	0.46	0.12806248474865708
information_gain	1.0	21.0	0.0	0.52	0.09797958971132627
information_gain	21.0	21.0	0.0	0.48	0.12489995996796775
information_gain	41.0	21.0	0.0	0.52	0.1661324772583612
information_gain	60.0	21.0	0.0	0.55	0.1431782106327636
information_gain	80.0	21.0	0.0	0.47	0.06403124237432821
information_gain	100.0	21.0	0.0	0.52	0.07483314773547842
information_gain	1.0	41.0	0.0	0.53	0.10999999999999975
information_gain	21.0	41.0	0.0	0.52	0.07483314773547879
information_gain	41.0	41.0	0.0	0.5	0.10000000000000032
information_gain	60.0	41.0	0.0	0.51	0.15132745950421547
information_gain	80.0	41.0	0.0	0.56	0.13564659966250567
information_gain	100.0	41.0	0.0	0.54	0.10198039027185579
information_gain	1.0	60.0	0.0	0.51	0.09433981132056614
information_gain	21.0	60.0	0.0	0.51	0.1300000000000001
information_gain	41.0	60.0	0.0	0.52	0.09797958971132739
information_gain	60.0	60.0	0.0	0.49	0.09433981132056599
information_gain	80.0	60.0	0.0	0.48	0.11661903789690602
information_gain	100.0	60.0	0.0	0.5	0.14142135623730936
information_gain	1.0	80.0	0.0	0.55	0.13601470508735428
information_gain	21.0	80.0	0.0	0.49	0.1445683229480095
information_gain	41.0	80.0	0.0	0.54	0.0916515138991163
information_gain	60.0	80.0	0.0	0.54	0.10198039027185553
information_gain	80.0	80.0	0.0	0.56	0.0916515138991169
information_gain	100.0	80.0	0.0	0.52	0.08717797887081376
information_gain	1.0	100.0	0.0	0.62	0.04000000000000057
information_gain	21.0	100.0	0.0	0.62	0.04000000000000057
information_gain	41.0	100.0	0.0	0.62	0.04000000000000057
information_gain	60.0	100.0	0.0	0.62	0.04000000000000057
information_gain	80.0	100.0	0.0	0.62	0.04000000000000057
information_gain	100.0	100.0	0.0	0.62	0.04000000000000057
information_gain	1.0	1.0	20.0	0.6	0.13416407864998703
information_gain	21.0	1.0	20.0	0.59	0.0700000000000001
information_gain	41.0	1.0	20.0	0.6	0.11832159566199214
information_gain	60.0	1.0	20.0	0.57	0.11874342087037872
information_gain	80.0	1.0	20.0	0.61	0.1640121946685672
information_gain	100.0	1.0	20.0	0.58	0.09797958971132655
information_gain	1.0	21.0	20.0	0.61	0.1513274595042151
information_gain	21.0	21.0	20.0	0.62	0.1400000000000002
information_gain	41.0	21.0	20.0	0.63	0.07810249675906686
information_gain	60.0	21.0	20.0	0.61	0.16999999999999962
information_gain	80.0	21.0	20.0	0.59	0.11357816691600532
information_gain	100.0	21.0	20.0	0.6	0.1000000000000006
information_gain	1.0	41.0	20.0	0.65	0.1431782106327632
information_gain	21.0	41.0	20.0	0.64	0.0916515138991175
information_gain	41.0	41.0	20.0	0.63	0.14177446878757788
information_gain	60.0	41.0	20.0	0.62	0.1326649916142158
information_gain	80.0	41.0	20.0	0.67	0.11874342087037872
information_gain	100.0	41.0	20.0	0.64	0.10198039027185661
information_gain	1.0	60.0	20.0	0.54	0.1562049935181332
information_gain	21.0	60.0	20.0	0.51	0.1044030650891056
information_gain	41.0	60.0	20.0	0.52	0.10770329614269034
information_gain	60.0	60.0	20.0	0.6	0.06324555320336893
information_gain	80.0	60.0	20.0	0.58	0.0871779788708144
information_gain	100.0	60.0	20.0	0.56	0.10198039027185579
information_gain	1.0	80.0	20.0	0.56	0.10198039027185525
information_gain	21.0	80.0	20.0	0.56	0.0916515138991169
information_gain	41.0	80.0	20.0	0.56	0.1428285685708571
information_gain	60.0	80.0	20.0	0.54	0.12806248474865728
information_gain	80.0	80.0	20.0	0.54	0.12806248474865708
information_gain	100.0	80.0	20.0	0.55	0.08062257748298553
information_gain	1.0	100.0	20.0	0.62	0.04000000000000057
information_gain	21.0	100.0	20.0	0.62	0.04000000000000057
information_gain	41.0	100.0	20.0	0.62	0.04000000000000057
information_gain	60.0	100.0	20.0	0.62	0.04000000000000057
information_gain	80.0	100.0	20.0	0.62	0.04000000000000057
information_gain	100.0	100.0	20.0	0.62	0.04000000000000057
