# Generated by Log[com.rapidminer.datatable.SimpleDataTable]
# Criterion	PerformancMainCrit	StdDeviation	Minimal size for split	Minimal leaf size	Minimal gain
accuracy	0.5298013245033113	0.02133257104354657	90.0	51.0	20.0
information_gain	0.563818889571809	0.017670987122512534	100.0	51.0	20.0
gini_index	0.5478103656086781	0.017583038048536885	100.0	51.0	20.0
gain_ratio	0.569672131147541	0.02008045736919126	100.0	51.0	20.0
accuracy	0.5341639871382636	0.016935434956633688	100.0	51.0	20.0
gain_ratio	0.559623644917161	0.020008117101123993	1.0	60.0	20.0
gini_index	0.5496290354922799	0.021874965017462642	1.0	60.0	20.0
information_gain	0.5690890481064483	0.015099252579690952	1.0	60.0	20.0
accuracy	0.5319959879638917	0.017967671554957248	1.0	60.0	20.0
gain_ratio	0.5609059375637625	0.016334536102490544	11.0	60.0	20.0
information_gain	0.5538965023522193	0.018893519554741372	11.0	60.0	20.0
gini_index	0.5455092221331195	0.01171903781056419	11.0	60.0	20.0
accuracy	0.5378909382518043	0.01641275231130083	11.0	60.0	20.0
gain_ratio	0.5576055760557606	0.027473499238739887	21.0	60.0	20.0
information_gain	0.5561912545974663	0.021589006235306803	21.0	60.0	20.0
gini_index	0.5456369107321966	0.017004268747320767	21.0	60.0	20.0
accuracy	0.53056724794548	0.014234179975106358	21.0	60.0	20.0
gain_ratio	0.5592873233667827	0.012248066115427426	31.0	60.0	20.0
information_gain	0.5568947906026558	0.017860299147433444	31.0	60.0	20.0
gini_index	0.5546639919759278	0.020326166925801425	31.0	60.0	20.0
accuracy	0.5406055744936836	0.02747693044190698	31.0	60.0	20.0
gain_ratio	0.5652885796152272	0.01805018626117964	41.0	60.0	20.0
gini_index	0.5511226944667201	0.027184222557334863	41.0	60.0	20.0
accuracy	0.5326108769817379	0.01773916975064234	41.0	60.0	20.0
information_gain	0.5613496932515337	0.01822913848398774	41.0	60.0	20.0
information_gain	0.5569852941176471	0.017963819661700773	51.0	60.0	20.0
gain_ratio	0.55496417604913	0.02782712765557791	51.0	60.0	20.0
gini_index	0.552457372116349	0.02088054872312076	51.0	60.0	20.0
accuracy	0.5319831562061359	0.015947580719112703	51.0	60.0	20.0
gain_ratio	0.5592387968078576	0.026136881434431217	60.0	60.0	20.0
information_gain	0.5614142652769262	0.019379185033492816	60.0	60.0	20.0
gini_index	0.5412236710130391	0.022305487917175792	60.0	60.0	20.0
accuracy	0.5414995990376904	0.02583066122414988	60.0	60.0	20.0
gain_ratio	0.5613246116107932	0.02722031578706474	70.0	60.0	20.0
gini_index	0.5540838852097131	0.024121600755942687	70.0	60.0	20.0
accuracy	0.5340156532209512	0.017367981163570145	70.0	60.0	20.0
information_gain	0.5626792298238427	0.027676170913049063	70.0	60.0	20.0
gain_ratio	0.556873977086743	0.02021680196810726	80.0	60.0	20.0
gini_index	0.5495387083834737	0.021568592728734244	80.0	60.0	20.0
accuracy	0.5379987968718668	0.02000149014762684	80.0	60.0	20.0
information_gain	0.5684791496320524	0.014407936055332273	80.0	60.0	20.0
gain_ratio	0.5628962978114134	0.017352185107170823	90.0	60.0	20.0
gini_index	0.5497392699558764	0.015280755617685741	90.0	60.0	20.0
accuracy	0.5374122367101304	0.01669252515564825	90.0	60.0	20.0
information_gain	0.5575782368582533	0.019509183743687777	90.0	60.0	20.0
information_gain	0.5627935470696345	0.020307111925953004	100.0	60.0	20.0
gain_ratio	0.5582345729464651	0.017233427455575642	100.0	60.0	20.0
accuracy	0.5388320288982541	0.022706689162160718	100.0	60.0	20.0
gini_index	0.5492985971943888	0.018953585350596533	100.0	60.0	20.0
gain_ratio	0.5568019579849072	0.019811338139455636	1.0	70.0	20.0
information_gain	0.5601304525071341	0.024840158647824667	1.0	70.0	20.0
gini_index	0.5483159582999199	0.015463711897586059	1.0	70.0	20.0
accuracy	0.5404809619238476	0.011245273873194375	1.0	70.0	20.0
information_gain	0.5638102992061876	0.017099758343156614	11.0	70.0	20.0
gain_ratio	0.5595601710445938	0.013662008308288238	11.0	70.0	20.0
gini_index	0.5489174017642342	0.02699888937729219	11.0	70.0	20.0
accuracy	0.5384461353624349	0.026102565592415233	11.0	70.0	20.0
gini_index	0.5491885393708675	0.014393401243118017	21.0	70.0	20.0
information_gain	0.5674191580231849	0.01970284970831497	21.0	70.0	20.0
gain_ratio	0.5615071283095723	0.019812842219146094	21.0	70.0	20.0
accuracy	0.5408490188225871	0.013534915705568924	21.0	70.0	20.0
gain_ratio	0.5635808748728383	0.02186817799363724	31.0	70.0	20.0
gini_index	0.5441972339146122	0.021016283057193233	31.0	70.0	20.0
information_gain	0.5627925910848769	0.024768474246691388	31.0	70.0	20.0
accuracy	0.5405730314566219	0.008754873819848033	31.0	70.0	20.0
information_gain	0.5623601220752797	0.015359731002031928	41.0	70.0	20.0
gain_ratio	0.5635437881873727	0.019993000513698646	41.0	70.0	20.0
gini_index	0.5533493782591256	0.019366124568258588	41.0	70.0	20.0
accuracy	0.5418502202643172	0.024122301389374226	41.0	70.0	20.0
gain_ratio	0.5619784245878282	0.019408093530580716	51.0	70.0	20.0
information_gain	0.5603009965426072	0.02705659865649696	51.0	70.0	20.0
gini_index	0.5560897435897436	0.012866071345679608	51.0	70.0	20.0
accuracy	0.5389545363508913	0.030507916098285157	51.0	70.0	20.0
gain_ratio	0.562767039674466	0.021482327948307036	60.0	70.0	20.0
gini_index	0.549388900020036	0.02274001496309082	60.0	70.0	20.0
accuracy	0.5359503304626477	0.02057096386132937	60.0	70.0	20.0
information_gain	0.5630731607907071	0.020352996599977094	60.0	70.0	20.0
gain_ratio	0.5637994292702813	0.0120187727085908	70.0	70.0	20.0
gini_index	0.5552884615384616	0.02338526514140303	70.0	70.0	20.0
accuracy	0.5400641025641025	0.017981723517633542	70.0	70.0	20.0
information_gain	0.5596255596255596	0.0163444973697697	70.0	70.0	20.0
gini_index	0.5565130260521042	0.021074452352488268	80.0	70.0	20.0
gain_ratio	0.5600652661635733	0.017434127151563356	80.0	70.0	20.0
information_gain	0.5653501628664495	0.015401939784843034	80.0	70.0	20.0
accuracy	0.5364729458917835	0.020008772947755764	80.0	70.0	20.0
gini_index	0.5527950310559007	0.016906054575723195	90.0	70.0	20.0
gain_ratio	0.5610004066693778	0.012126071478399064	90.0	70.0	20.0
information_gain	0.5647226173541963	0.02681848741794734	90.0	70.0	20.0
accuracy	0.5412825651302605	0.017639174566504757	90.0	70.0	20.0
gini_index	0.5523255813953488	0.021938341429051628	100.0	70.0	20.0
information_gain	0.560276478959138	0.023717912751946037	100.0	70.0	20.0
gain_ratio	0.5620170801138674	0.017972283093813945	100.0	70.0	20.0
accuracy	0.549498997995992	0.02211421772278315	100.0	70.0	20.0
gini_index	0.5580929487179487	0.016807050393880012	1.0	80.0	20.0
gain_ratio	0.5535386498062411	0.014505806121769431	1.0	80.0	20.0
information_gain	0.5676446617766912	0.015413898063079643	1.0	80.0	20.0
accuracy	0.5450540648778535	0.015250777146610592	1.0	80.0	20.0
gain_ratio	0.556686342357012	0.01909337081072338	11.0	80.0	20.0
information_gain	0.5553070353802358	0.0259740956430045	11.0	80.0	20.0
accuracy	0.5405243145887533	0.018444510590520605	11.0	80.0	20.0
gini_index	0.5624499599679744	0.03268849715578448	11.0	80.0	20.0
gain_ratio	0.569099062372605	0.025115174144799093	21.0	80.0	20.0
information_gain	0.5589013224821974	0.017266706947372562	21.0	80.0	20.0
gini_index	0.5503907032658786	0.019498848993581216	21.0	80.0	20.0
accuracy	0.5361361361361361	0.03275606945689025	21.0	80.0	20.0
gain_ratio	0.55702378532222	0.023733421831386613	31.0	80.0	20.0
gini_index	0.5531062124248497	0.025713109812597	31.0	80.0	20.0
accuracy	0.5414331465172137	0.02140889431776748	31.0	80.0	20.0
information_gain	0.555645981688708	0.018174843855827884	31.0	80.0	20.0
gain_ratio	0.5605043725849095	0.01898255856523174	41.0	80.0	20.0
gini_index	0.5521521521521522	0.013706313407210697	41.0	80.0	20.0
accuracy	0.5393393393393393	0.025517618931020586	41.0	80.0	20.0
information_gain	0.5594462540716613	0.01875587273594962	41.0	80.0	20.0
gain_ratio	0.5643685173886516	0.014897303558191992	51.0	80.0	20.0
gini_index	0.5556000801442597	0.019597705747629608	51.0	80.0	20.0
accuracy	0.542125275165099	0.01644963932532257	51.0	80.0	20.0
information_gain	0.5573670266965559	0.023095795704031304	51.0	80.0	20.0
information_gain	0.5580638600772829	0.016771505905715363	60.0	80.0	20.0
gain_ratio	0.5565288246078631	0.022085951578067434	60.0	80.0	20.0
gini_index	0.553464156988386	0.02111260357005533	60.0	80.0	20.0
accuracy	0.5443621069497296	0.029015158299256216	60.0	80.0	20.0
gain_ratio	0.5623087905364063	0.017413842959075956	70.0	80.0	20.0
information_gain	0.5576571079926784	0.02034118664946739	70.0	80.0	20.0
accuracy	0.540957340276387	0.019147146752774798	70.0	80.0	20.0
gini_index	0.5542651181417702	0.03078710527889917	70.0	80.0	20.0
gain_ratio	0.5580921320831634	0.01923251688437244	80.0	80.0	20.0
information_gain	0.560806681605215	0.015340995835426426	80.0	80.0	20.0
gini_index	0.5530166366005211	0.025189460909192326	80.0	80.0	20.0
accuracy	0.539447336804165	0.01977512906095625	80.0	80.0	20.0
gain_ratio	0.5563251171317988	0.015872567918021063	90.0	80.0	20.0
gini_index	0.5637019230769231	0.01771068037928956	90.0	80.0	20.0
accuracy	0.5410328262610088	0.02987735870969368	90.0	80.0	20.0
information_gain	0.5619902120717781	0.024283712853191298	90.0	80.0	20.0
gain_ratio	0.5619784245878282	0.020094906740475805	100.0	80.0	20.0
gini_index	0.5462555066079295	0.01498609020695767	100.0	80.0	20.0
information_gain	0.555962555962556	0.020461908054699635	100.0	80.0	20.0
accuracy	0.5411576206689365	0.025497761227632445	100.0	80.0	20.0
gini_index	0.5673673673673674	0.01562187918351982	1.0	90.0	20.0
gain_ratio	0.5582247557003257	0.018365435666524772	1.0	90.0	20.0
accuracy	0.5449269561737042	0.024358396211122124	1.0	90.0	20.0
information_gain	0.5582435454360642	0.020956072788658	1.0	90.0	20.0
information_gain	0.5606830656637528	0.013594966254891674	11.0	90.0	20.0
gain_ratio	0.565288246078631	0.021888495517503395	11.0	90.0	20.0
gini_index	0.5588470776621297	0.02592332833360407	11.0	90.0	20.0
accuracy	0.5478191276510604	0.014002188810352244	11.0	90.0	20.0
gain_ratio	0.5674077095655721	0.016075000144453722	21.0	90.0	20.0
information_gain	0.554945054945055	0.017753328760777377	21.0	90.0	20.0
gini_index	0.5605605605605606	0.021813902833570487	21.0	90.0	20.0
accuracy	0.5401401401401401	0.017386819440591384	21.0	90.0	20.0
information_gain	0.5582010582010583	0.013457621257627256	31.0	90.0	20.0
gini_index	0.5572457966373099	0.017542874567195225	31.0	90.0	20.0
gain_ratio	0.5618525289457648	0.016719268233583936	31.0	90.0	20.0
accuracy	0.5477286371823094	0.018385957820195784	31.0	90.0	20.0
gain_ratio	0.5558267236119585	0.014072852020735448	41.0	90.0	20.0
gini_index	0.5640768922707249	0.02175717405658576	41.0	90.0	20.0
information_gain	0.5637583892617449	0.018613104497866816	41.0	90.0	20.0
accuracy	0.5464185674269708	0.02098833029457603	41.0	90.0	20.0
gain_ratio	0.5616744564112985	0.017209086289829662	51.0	90.0	20.0
information_gain	0.562257998777257	0.013705290262373727	51.0	90.0	20.0
gini_index	0.5527527527527527	0.0263624143309254	51.0	90.0	20.0
accuracy	0.5402160864345739	0.019731696924866544	51.0	90.0	20.0
gain_ratio	0.5578604840349807	0.019671969263139973	60.0	90.0	20.0
gini_index	0.5630252100840336	0.01612618691327215	60.0	90.0	20.0
accuracy	0.5464371497197759	0.016770222313708838	60.0	90.0	20.0
information_gain	0.5551261187957689	0.02273142444624116	60.0	90.0	20.0
gain_ratio	0.5607571748422553	0.02966998127118208	70.0	90.0	20.0
gini_index	0.5618742490989187	0.025422323819996366	70.0	90.0	20.0
accuracy	0.5471282769661797	0.01749242551928817	70.0	90.0	20.0
information_gain	0.5572270786745274	0.01850840068276532	70.0	90.0	20.0
gain_ratio	0.55440097799511	0.01285163923135753	80.0	90.0	20.0
gini_index	0.5559335601360816	0.020870778677683447	80.0	90.0	20.0
accuracy	0.5463277966780068	0.02164252935298334	80.0	90.0	20.0
information_gain	0.5618252189855367	0.023417962972291217	80.0	90.0	20.0
information_gain	0.5598778004073319	0.018560426098756688	90.0	90.0	20.0
gain_ratio	0.5635696821515892	0.019302837881852046	90.0	90.0	20.0
accuracy	0.5438175270108043	0.015148538477332886	90.0	90.0	20.0
gini_index	0.55484387510008	0.022783015453016274	90.0	90.0	20.0
gain_ratio	0.5622964169381107	0.024726109361757422	100.0	90.0	20.0
information_gain	0.559518956379943	0.024544897694651843	100.0	90.0	20.0
gini_index	0.5598718462154586	0.02411099162335733	100.0	90.0	20.0
accuracy	0.5368147258903562	0.01957862867702211	100.0	90.0	20.0
gain_ratio	0.5637734311328443	0.016677854426031105	1.0	100.0	20.0
gini_index	0.5630504403522818	0.010780287765515807	1.0	100.0	20.0
accuracy	0.5483289973984391	0.01731714667056582	1.0	100.0	20.0
information_gain	0.5591529220118102	0.019507353893931413	1.0	100.0	20.0
information_gain	0.5575905575905576	0.02616133002149235	11.0	100.0	20.0
gain_ratio	0.5656956610307599	0.016438127578403447	11.0	100.0	20.0
gini_index	0.5559335601360816	0.012189758995210336	11.0	100.0	20.0
accuracy	0.546509301860372	0.021359477447685717	11.0	100.0	20.0
information_gain	0.5596665989022159	0.02387730890243196	21.0	100.0	20.0
gain_ratio	0.5614428367638068	0.020900850252053838	21.0	100.0	20.0
gini_index	0.5497099419883977	0.016154556718530815	21.0	100.0	20.0
accuracy	0.5413082616523305	0.016043977582564584	21.0	100.0	20.0
gain_ratio	0.5675345809601302	0.02162669397412679	31.0	100.0	20.0
information_gain	0.5557139947036056	0.02535739817989377	31.0	100.0	20.0
gini_index	0.550240192153723	0.013499328746994084	31.0	100.0	20.0
accuracy	0.5475285171102662	0.020716938451697812	31.0	100.0	20.0
gain_ratio	0.5570469798657718	0.022152946126853586	41.0	100.0	20.0
gini_index	0.5563112622524505	0.01612892832479472	41.0	100.0	20.0
information_gain	0.5592011412268189	0.028940738510953218	41.0	100.0	20.0
accuracy	0.5521104220844169	0.028101781678987206	41.0	100.0	20.0
gini_index	0.5540432345876701	0.025775469251394786	51.0	100.0	20.0
information_gain	0.5580402520837568	0.014928594814715274	51.0	100.0	20.0
gain_ratio	0.5633001422475107	0.018034922677624857	51.0	100.0	20.0
accuracy	0.5417083416683337	0.019908960565947247	51.0	100.0	20.0
gini_index	0.5529105821164233	0.016172453337541488	60.0	100.0	20.0
information_gain	0.5624235006119951	0.01807128261569831	60.0	100.0	20.0
gain_ratio	0.5577040504783228	0.01750767453043905	60.0	100.0	20.0
accuracy	0.5471094218843768	0.01566576988080432	60.0	100.0	20.0
gain_ratio	0.554989816700611	0.012088819919262124	70.0	100.0	20.0
gini_index	0.5618247298919568	0.02104525279701817	70.0	100.0	20.0
information_gain	0.5637734311328443	0.02794271479410703	70.0	100.0	20.0
accuracy	0.538507701540308	0.02096405709189322	70.0	100.0	20.0
gain_ratio	0.561774882963566	0.022139122562486985	80.0	100.0	20.0
information_gain	0.5576571079926784	0.021685241955179322	80.0	100.0	20.0
gini_index	0.5623124624924986	0.023232513110358354	80.0	100.0	20.0
accuracy	0.5449089817963593	0.015753456410259797	80.0	100.0	20.0
information_gain	0.5651200651200651	0.02506587048199182	90.0	100.0	20.0
gain_ratio	0.5632628152969894	0.019486046724436528	90.0	100.0	20.0
gini_index	0.5590472377902321	0.02934430752624996	90.0	100.0	20.0
accuracy	0.5497099419883977	0.017267829854377467	90.0	100.0	20.0
gain_ratio	0.5548098434004475	0.01706924717517134	100.0	100.0	20.0
gini_index	0.5530424339471577	0.014116955358600995	100.0	100.0	20.0
accuracy	0.5457091418283657	0.014646476599851717	100.0	100.0	20.0
information_gain	0.5567534580960131	0.015019211305342624	100.0	100.0	20.0
information_gain	0.5523474767762993	0.020070822342891013	1.0	1.0	30.0
gain_ratio	0.5546953046953047	0.022577015778226767	1.0	1.0	30.0
gini_index	0.5522498155888862	0.013770148137923134	1.0	1.0	30.0
accuracy	0.5534746180384426	0.01760436616818573	1.0	1.0	30.0
information_gain	0.5527037129329678	0.02089575481076174	11.0	1.0	30.0
gain_ratio	0.5494726268206931	0.015554774242861863	11.0	1.0	30.0
gini_index	0.554440910203083	0.023305560175374822	11.0	1.0	30.0
accuracy	0.5501840490797546	0.022737275954130453	11.0	1.0	30.0
gain_ratio	0.5566650024962556	0.021553546824165704	21.0	1.0	30.0
information_gain	0.5574425574425574	0.016323319429641384	21.0	1.0	30.0
accuracy	0.5509499136442142	0.019373392986970498	21.0	1.0	30.0
gini_index	0.5553108174253548	0.022884405298997993	21.0	1.0	30.0
information_gain	0.5620291310899046	0.025298598483912957	31.0	1.0	30.0
gain_ratio	0.5629370629370629	0.0251394945176547	31.0	1.0	30.0
gini_index	0.5603745687530803	0.019708388557459787	31.0	1.0	30.0
accuracy	0.5452765540871267	0.022246853165176998	31.0	1.0	30.0
gain_ratio	0.5545249435948859	0.015955442245241112	41.0	1.0	30.0
information_gain	0.5514206688458637	0.022218122243046454	41.0	1.0	30.0
accuracy	0.5614121108114734	0.0159462439752879	41.0	1.0	30.0
gini_index	0.5486008836524301	0.028968621900821785	41.0	1.0	30.0
gain_ratio	0.5474525474525475	0.016837995721213982	51.0	1.0	30.0
information_gain	0.562279374684821	0.028677791559248763	51.0	1.0	30.0
gini_index	0.5468016794270191	0.023970866990913806	51.0	1.0	30.0
accuracy	0.5509852216748768	0.02236580170145146	51.0	1.0	30.0
gini_index	0.5546568627450981	0.018822671779165103	60.0	1.0	30.0
gain_ratio	0.5543912175648703	0.03138603831968243	60.0	1.0	30.0
information_gain	0.5576875155743832	0.017513750817471887	60.0	1.0	30.0
accuracy	0.550537109375	0.014887209807014008	60.0	1.0	30.0
gain_ratio	0.5535403726708075	0.02155987621127826	70.0	1.0	30.0
information_gain	0.562484410077326	0.017266623040221616	70.0	1.0	30.0
gini_index	0.5481972038263428	0.0218291082779908	70.0	1.0	30.0
gain_ratio	0.563708477937531	0.02632686730685798	80.0	1.0	30.0
accuracy	0.5563190184049079	0.01795328239113057	70.0	1.0	30.0
information_gain	0.5603318250377074	0.019797638929021266	80.0	1.0	30.0
gini_index	0.5468672915638875	0.01606639498015918	80.0	1.0	30.0
accuracy	0.5572725042923719	0.01428075762504903	80.0	1.0	30.0
gain_ratio	0.5558617234468938	0.015183946356951163	90.0	1.0	30.0
information_gain	0.55889662027833	0.022925161977080836	90.0	1.0	30.0
gini_index	0.5553654363236372	0.022776666102945906	90.0	1.0	30.0
accuracy	0.5551461557356915	0.013838543135679188	90.0	1.0	30.0
gain_ratio	0.5566367265469062	0.021455733868222592	100.0	1.0	30.0
gini_index	0.5618671276858483	0.02196991250128523	100.0	1.0	30.0
information_gain	0.5553334998750937	0.024442742874473955	100.0	1.0	30.0
accuracy	0.557504873294347	0.02952817894366203	100.0	1.0	30.0
gini_index	0.5589098532494758	0.01211856020965211	1.0	11.0	30.0
gain_ratio	0.5527616591446378	0.01921044010626423	1.0	11.0	30.0
information_gain	0.5594855305466238	0.012514254323469557	1.0	11.0	30.0
accuracy	0.5447103274559194	0.017874456492408826	1.0	11.0	30.0
gain_ratio	0.5488770053475935	0.016408046795671927	11.0	11.0	30.0
information_gain	0.5524967989756722	0.019114280286597063	11.0	11.0	30.0
gini_index	0.5591329966329966	0.02265372942847876	11.0	11.0	30.0
accuracy	0.5484141986977525	0.017420791903929516	11.0	11.0	30.0
gain_ratio	0.5503643377625375	0.02422485719040376	21.0	11.0	30.0
information_gain	0.554178243214362	0.011786550514680777	21.0	11.0	30.0
gini_index	0.5549242424242424	0.01760922361100204	21.0	11.0	30.0
accuracy	0.5476690466190676	0.028252033709651455	21.0	11.0	30.0
gain_ratio	0.5465465465465466	0.01661807396176819	31.0	11.0	30.0
information_gain	0.5546975546975547	0.01715624065808017	31.0	11.0	30.0
accuracy	0.5500631047538914	0.011003890485938183	31.0	11.0	30.0
gini_index	0.5623425692695214	0.024075232876690906	31.0	11.0	30.0
gain_ratio	0.5543199315654406	0.010894834002155353	41.0	11.0	30.0
information_gain	0.549078439777111	0.019556426461825968	41.0	11.0	30.0
gini_index	0.55701480091724	0.028380342420790017	41.0	11.0	30.0
accuracy	0.5651353052234109	0.019261260062274313	41.0	11.0	30.0
gain_ratio	0.5511861508869417	0.01601973167562899	51.0	11.0	30.0
gini_index	0.5428511705685619	0.01310449726641908	51.0	11.0	30.0
information_gain	0.5539089347079038	0.014384951223652633	51.0	11.0	30.0
accuracy	0.5504510174113698	0.013266169828963741	51.0	11.0	30.0
gain_ratio	0.555507837663732	0.02136666807245554	60.0	11.0	30.0
information_gain	0.5507929704243464	0.0206694282210869	60.0	11.0	30.0
gini_index	0.5535302744605071	0.01763090539290965	60.0	11.0	30.0
accuracy	0.5516663173338923	0.029779622115229026	60.0	11.0	30.0
gain_ratio	0.5504508372692143	0.018356786241908157	70.0	11.0	30.0
information_gain	0.5537967914438503	0.02456084662630082	70.0	11.0	30.0
gini_index	0.5505335844318895	0.013910206378929492	70.0	11.0	30.0
accuracy	0.5548793284365162	0.01904899437171152	70.0	11.0	30.0
gain_ratio	0.5461554936817306	0.023878415756793718	80.0	11.0	30.0
information_gain	0.5529715762273901	0.012180363977016722	80.0	11.0	30.0
accuracy	0.5511959714645405	0.02206523361162788	80.0	11.0	30.0
gini_index	0.5564634401843704	0.02248604678816257	80.0	11.0	30.0
gain_ratio	0.5542967079948696	0.02566184172139132	90.0	11.0	30.0
information_gain	0.551931330472103	0.018354747497242873	90.0	11.0	30.0
gini_index	0.5595713385164951	0.015573236695665396	90.0	11.0	30.0
accuracy	0.5615029387069689	0.014221429723336268	90.0	11.0	30.0
gain_ratio	0.5533104041272571	0.014652124501936835	100.0	11.0	30.0
gini_index	0.5608987820243595	0.02620836753239036	100.0	11.0	30.0
accuracy	0.5498742665549036	0.013196397400337697	100.0	11.0	30.0
information_gain	0.5531504500642949	0.021515689345163812	100.0	11.0	30.0
information_gain	0.5688722430295464	0.027395857613345936	1.0	21.0	30.0
gain_ratio	0.5588664305063555	0.018354941271668875	1.0	21.0	30.0
gini_index	0.5505183980483839	0.02120521995177684	1.0	21.0	30.0
accuracy	0.5425835370823145	0.014716784732006534	1.0	21.0	30.0
gain_ratio	0.556595921764461	0.012098907432966613	11.0	21.0	30.0
information_gain	0.566930775646372	0.021584843996066763	11.0	21.0	30.0
gini_index	0.5530179445350734	0.020442683054327997	11.0	21.0	30.0
accuracy	0.5453246222948143	0.012413628971179997	11.0	21.0	30.0
gain_ratio	0.5492518703241895	0.01813540326960333	21.0	21.0	30.0
gini_index	0.5648185894822666	0.0274773535449394	21.0	21.0	30.0
accuracy	0.5340932220639121	0.017510734792686486	21.0	21.0	30.0
information_gain	0.5616835994194485	0.02167756108098955	21.0	21.0	30.0
gain_ratio	0.5614762595894671	0.01716217069937134	31.0	21.0	30.0
information_gain	0.5616153205661948	0.01879089370880902	31.0	21.0	30.0
gini_index	0.5438810832824272	0.025997050226334213	31.0	21.0	30.0
accuracy	0.539119804400978	0.017948545312186065	31.0	21.0	30.0
gain_ratio	0.5637346641713454	0.031193364967294333	41.0	21.0	30.0
information_gain	0.5629152823920266	0.013186539076112265	41.0	21.0	30.0
accuracy	0.5499388503872809	0.020326876673898115	41.0	21.0	30.0
gini_index	0.5561442836763807	0.027041656800450075	41.0	21.0	30.0
gain_ratio	0.5633305647840532	0.03166660082325195	51.0	21.0	30.0
information_gain	0.5633305647840532	0.028870396249654366	51.0	21.0	30.0
gini_index	0.5473427000610873	0.021194420667041303	51.0	21.0	30.0
accuracy	0.5301917584659323	0.018860618483791274	51.0	21.0	30.0
gain_ratio	0.5586278586278586	0.015319963003838678	60.0	21.0	30.0
gini_index	0.5524546750865756	0.023500229648734453	60.0	21.0	30.0
information_gain	0.5614728520907011	0.02465809005300285	60.0	21.0	30.0
accuracy	0.5405956752345982	0.014600092859204886	60.0	21.0	30.0
gini_index	0.5562819203268642	0.016738554444682203	70.0	21.0	30.0
gain_ratio	0.5604327023091326	0.019139797488765684	70.0	21.0	30.0
information_gain	0.554073765367785	0.022888472700763555	70.0	21.0	30.0
accuracy	0.5426767162354859	0.023473254031910893	70.0	21.0	30.0
information_gain	0.5602822162274331	0.015884667687311907	80.0	21.0	30.0
gain_ratio	0.5668538157621127	0.01585090417401806	80.0	21.0	30.0
gini_index	0.5504998979800041	0.029316164689400466	80.0	21.0	30.0
accuracy	0.5319322587227097	0.02022602972956475	80.0	21.0	30.0
information_gain	0.5571279916753382	0.028486367840974438	90.0	21.0	30.0
gain_ratio	0.5684604196966548	0.017698284351025703	90.0	21.0	30.0
accuracy	0.543916853474628	0.02647784378274892	90.0	21.0	30.0
gini_index	0.5558727569331158	0.023855327888923493	90.0	21.0	30.0
gain_ratio	0.5567331670822943	0.015131353135338678	100.0	21.0	30.0
gini_index	0.5556458164094232	0.012606721297608049	100.0	21.0	30.0
information_gain	0.5687825182101978	0.012997442888049627	100.0	21.0	30.0
accuracy	0.534528417192911	0.021224727500081305	100.0	21.0	30.0
information_gain	0.5550515463917526	0.022188261743838554	1.0	31.0	30.0
gain_ratio	0.556930693069307	0.017674100811941186	1.0	31.0	30.0
accuracy	0.5316481294236602	0.01767392647763284	1.0	31.0	30.0
gini_index	0.5435659540137152	0.016246748822585425	1.0	31.0	30.0
gain_ratio	0.5665360016505054	0.025059157309604136	11.0	31.0	30.0
gini_index	0.5475853707819761	0.01957631436189859	11.0	31.0	30.0
information_gain	0.5504946413849959	0.017793094863973877	11.0	31.0	30.0
accuracy	0.5303856248738138	0.024990524306221517	11.0	31.0	30.0
gain_ratio	0.5662053294773807	0.02048416457392616	21.0	31.0	30.0
information_gain	0.5590843472881006	0.024779051145515634	21.0	31.0	30.0
gini_index	0.5396089498085064	0.006419828445046489	21.0	31.0	30.0
accuracy	0.5310609116579266	0.022328420762446472	21.0	31.0	30.0
gain_ratio	0.5631970260223048	0.022286770199718413	31.0	31.0	30.0
information_gain	0.5619715405238194	0.019631636390134915	31.0	31.0	30.0
accuracy	0.531678773204197	0.024638946791043885	31.0	31.0	30.0
gini_index	0.5491422805247225	0.024616604815224853	31.0	31.0	30.0
gain_ratio	0.5675786875128574	0.016007193409311067	41.0	31.0	30.0
gini_index	0.5359450726978998	0.025420160429415094	41.0	31.0	30.0
information_gain	0.562680412371134	0.01170324071956842	41.0	31.0	30.0
accuracy	0.5297438999798346	0.025911906722643787	41.0	31.0	30.0
gain_ratio	0.5590665014456836	0.013969048947832118	51.0	31.0	30.0
information_gain	0.567389060887513	0.019713825748201692	51.0	31.0	30.0
gini_index	0.5509792045225116	0.016539138968285114	51.0	31.0	30.0
accuracy	0.534949494949495	0.026691021952342495	51.0	31.0	30.0
gini_index	0.5399677028663706	0.012961035564114046	60.0	31.0	30.0
gain_ratio	0.55722829449371	0.023660539349950382	60.0	31.0	30.0
information_gain	0.5561959654178674	0.02512932412049256	60.0	31.0	30.0
accuracy	0.5357720291026677	0.02155775388942946	60.0	31.0	30.0
gini_index	0.5382441977800202	0.018437906562741486	70.0	31.0	30.0
gain_ratio	0.5630667765869745	0.015395381396369357	70.0	31.0	30.0
information_gain	0.5601070399341292	0.019693001701252693	70.0	31.0	30.0
accuracy	0.5342216838279831	0.017948664482404415	70.0	31.0	30.0
gini_index	0.5485172483356869	0.01677284841429998	80.0	31.0	30.0
gain_ratio	0.5630927835051547	0.01788695888844108	80.0	31.0	30.0
information_gain	0.560930424042816	0.024534661120435623	80.0	31.0	30.0
accuracy	0.5263689634269549	0.021085077237311345	80.0	31.0	30.0
