# Generated by Log[com.rapidminer.datatable.SimpleDataTable]
# Criterion	PerformancMainCrit	StdDeviation	Minimal size for split	Minimal leaf size	Minimal gain
gini_index	0.5496290354922799	0.021375102486835773	11.0	70.0	0.0
information_gain	0.5464185674269708	0.016070341559775107	11.0	70.0	0.0
accuracy	0.5395870916015234	0.011285597130927841	11.0	70.0	0.0
gain_ratio	0.550220088035214	0.017816437234161948	21.0	70.0	0.0
information_gain	0.5549109821964393	0.011859194037157033	21.0	70.0	0.0
gini_index	0.5541299117882919	0.023701167571847225	21.0	70.0	0.0
accuracy	0.5432692307692307	0.011683767413018884	21.0	70.0	0.0
gain_ratio	0.5606728073688426	0.016267756485630724	31.0	70.0	0.0
information_gain	0.5474189675870348	0.015874651365168142	31.0	70.0	0.0
gini_index	0.5521730422591629	0.021930285254454694	31.0	70.0	0.0
accuracy	0.5393708675616109	0.02324162665354039	31.0	70.0	0.0
gain_ratio	0.548367714800721	0.01813767144003746	41.0	70.0	0.0
information_gain	0.5483096619323865	0.02242737176373784	41.0	70.0	0.0
accuracy	0.5320384461353624	0.020469709578913246	41.0	70.0	0.0
gini_index	0.5516342490475236	0.02685542173027647	41.0	70.0	0.0
information_gain	0.5487097419483897	0.009566213035352497	51.0	70.0	0.0
gain_ratio	0.5486389111289032	0.019167167440952176	51.0	70.0	0.0
gini_index	0.5504311209143774	0.016634353955265767	51.0	70.0	0.0
accuracy	0.5367661791224203	0.022064068628512346	51.0	70.0	0.0
information_gain	0.5526210484193678	0.01872787689832919	60.0	70.0	0.0
gain_ratio	0.5529953917050692	0.019052040510777912	60.0	70.0	0.0
gini_index	0.548988178721699	0.02171838619581986	60.0	70.0	0.0
accuracy	0.5411741134041275	0.01695845947727887	60.0	70.0	0.0
gain_ratio	0.5587352411446869	0.023889410658085405	70.0	70.0	0.0
information_gain	0.5591118223644729	0.023388313179036693	70.0	70.0	0.0
gini_index	0.5505212510024058	0.020567150799804892	70.0	70.0	0.0
accuracy	0.5369813589897775	0.013150051083554565	70.0	70.0	0.0
gain_ratio	0.5547328397038223	0.02411720917434984	80.0	70.0	0.0
information_gain	0.545509101820364	0.015358818910976669	80.0	70.0	0.0
gini_index	0.5495188452285485	0.01946180668739291	80.0	70.0	0.0
accuracy	0.5316379655586704	0.01808745260574058	80.0	70.0	0.0
gain_ratio	0.5556891025641025	0.011220383453214607	90.0	70.0	0.0
information_gain	0.5533106621324265	0.03001589128016213	90.0	70.0	0.0
gini_index	0.5498798076923077	0.023488444032847555	90.0	70.0	0.0
accuracy	0.5372596153846154	0.021008796764960532	90.0	70.0	0.0
gain_ratio	0.5560224089635855	0.019361007631618833	100.0	70.0	0.0
information_gain	0.5531106221244249	0.02189415069288779	100.0	70.0	0.0
gini_index	0.558162855996791	0.021852315480687338	100.0	70.0	0.0
accuracy	0.5336673346693387	0.02021281031300972	100.0	70.0	0.0
gain_ratio	0.5500200080032013	0.01733272441972078	1.0	80.0	0.0
information_gain	0.5509101820364073	0.0184102043583347	1.0	80.0	0.0
gini_index	0.5573803324654516	0.015467501291703847	1.0	80.0	0.0
gain_ratio	0.5590708850620745	0.0187648696037669	11.0	80.0	0.0
accuracy	0.539031224979984	0.020956762390612952	1.0	80.0	0.0
information_gain	0.5555111022204441	0.022181992997248597	11.0	80.0	0.0
gini_index	0.5605848187462448	0.018314390373944636	11.0	80.0	0.0
accuracy	0.5386309047237791	0.01623328919949041	11.0	80.0	0.0
gain_ratio	0.5521104220844169	0.01572006443567695	21.0	80.0	0.0
information_gain	0.5504201680672269	0.023068172567851528	21.0	80.0	0.0
gini_index	0.5574919871794872	0.019279012110337484	21.0	80.0	0.0
accuracy	0.5409245547328397	0.02213745218968586	21.0	80.0	0.0
gain_ratio	0.5542868589743589	0.023425330048559973	31.0	80.0	0.0
information_gain	0.5479095819163833	0.014403041567503687	31.0	80.0	0.0
gini_index	0.5542433947157727	0.02395394145300861	31.0	80.0	0.0
accuracy	0.5453635089124774	0.02103131620838893	31.0	80.0	0.0
information_gain	0.545218087234894	0.015897795065734827	41.0	80.0	0.0
gain_ratio	0.5513102620524105	0.024272735681975997	41.0	80.0	0.0
gini_index	0.5586704044853824	0.01480534801831171	41.0	80.0	0.0
accuracy	0.5471660324454236	0.016347964357696664	41.0	80.0	0.0
gain_ratio	0.5577577577577577	0.010790513257639005	51.0	80.0	0.0
information_gain	0.5496198479391756	0.023440361253629548	51.0	80.0	0.0
accuracy	0.5409409409409409	0.016340050414897955	51.0	80.0	0.0
gini_index	0.5558004407934282	0.02000851439902271	51.0	80.0	0.0
gain_ratio	0.5562224889955982	0.02210951493452621	60.0	80.0	0.0
gini_index	0.5570026046884392	0.014195698101074046	60.0	80.0	0.0
information_gain	0.54421768707483	0.021305438010717312	60.0	80.0	0.0
accuracy	0.5488586303564277	0.014867869570281494	60.0	80.0	0.0
gain_ratio	0.5586469175340272	0.021885173935699456	70.0	80.0	0.0
gini_index	0.5567567567567567	0.023141411166334655	70.0	80.0	0.0
information_gain	0.5515103020604121	0.018362601483242705	70.0	80.0	0.0
accuracy	0.5404809619238476	0.026466287375856223	70.0	80.0	0.0
gain_ratio	0.5529741638293612	0.02167079200165229	80.0	80.0	0.0
gini_index	0.5606971153846154	0.0228522691139996	80.0	80.0	0.0
information_gain	0.5566	0.020200000000001335	80.0	80.0	0.0
accuracy	0.5475475475475475	0.017102111652765862	80.0	80.0	0.0
gain_ratio	0.55995995995996	0.019683303415005644	90.0	80.0	0.0
