# Generated by Log[com.rapidminer.datatable.SimpleDataTable]
# Criterion	PerformancMainCrit	StdDeviation	Minimal size for split	Minimal leaf size	Minimal gain
gain_ratio	0.5593265633351149	0.015206170398175288	21.0	31.0	0.0
gini_index	0.5624495289367429	0.021229623695763852	21.0	31.0	0.0
accuracy	0.5463723246735765	0.01632482924404031	21.0	31.0	0.0
gain_ratio	0.5637431584568149	0.01137036725917621	31.0	31.0	0.0
information_gain	0.5630173564753004	0.017683485671965673	31.0	31.0	0.0
accuracy	0.5486083098023397	0.02044534475584863	31.0	31.0	0.0
gini_index	0.5648197955890264	0.017563213891022385	31.0	31.0	0.0
gain_ratio	0.5633934535738143	0.016830617761755068	41.0	31.0	0.0
information_gain	0.5566377585056704	0.015462596460862657	41.0	31.0	0.0
accuracy	0.5495362279876328	0.012590911994019724	41.0	31.0	0.0
gini_index	0.5622479161064803	0.010618378101214767	41.0	31.0	0.0
information_gain	0.563667912439936	0.015446353022986066	51.0	31.0	0.0
gain_ratio	0.5641950567802271	0.01850089968437859	51.0	31.0	0.0
gini_index	0.5619879113498992	0.014225537780324763	51.0	31.0	0.0
gain_ratio	0.5642018152696209	0.01597999314222503	60.0	31.0	0.0
accuracy	0.5503563264757294	0.01846809461732752	51.0	31.0	0.0
information_gain	0.5604967948717948	0.00781291922353233	60.0	31.0	0.0
gini_index	0.564205997041818	0.01773758970945226	60.0	31.0	0.0
accuracy	0.5520301156224792	0.00918557711321214	60.0	31.0	0.0
information_gain	0.5630588549312692	0.01011800297381439	70.0	31.0	0.0
gain_ratio	0.559887835492055	0.01608157044716833	70.0	31.0	0.0
gini_index	0.5623320795271359	0.01414718013505041	70.0	31.0	0.0
accuracy	0.5520581113801453	0.011864520839138294	70.0	31.0	0.0
gain_ratio	0.5671741452991453	0.016975127130849695	80.0	31.0	0.0
information_gain	0.5578694433319984	0.017153851063268014	80.0	31.0	0.0
gini_index	0.5659362817583008	0.016812384946761842	80.0	31.0	0.0
accuracy	0.5531199569661108	0.013153857351649654	80.0	31.0	0.0
information_gain	0.5614737685222266	0.01583894390955828	90.0	31.0	0.0
gain_ratio	0.5618322649572649	0.015318575852119948	90.0	31.0	0.0
gini_index	0.5622646584185046	0.013206455382309405	90.0	31.0	0.0
accuracy	0.5523271455474845	0.010939241658460953	90.0	31.0	0.0
gain_ratio	0.5671960496463366	0.018241886430457155	100.0	31.0	0.0
information_gain	0.5603793748330217	0.016305447630981507	100.0	31.0	0.0
accuracy	0.5520581113801453	0.014761327463961952	100.0	31.0	0.0
gini_index	0.5618279569892473	0.017117105028706798	100.0	31.0	0.0
information_gain	0.5695797198132088	0.014041503715124628	1.0	41.0	0.0
gain_ratio	0.5706086492258409	0.015499201378457332	1.0	41.0	0.0
gini_index	0.5589455372674963	0.013447554579019094	1.0	41.0	0.0
accuracy	0.5578778135048231	0.0147610788347218	1.0	41.0	0.0
gain_ratio	0.5610829554547879	0.019294901933567508	11.0	41.0	0.0
information_gain	0.5648753167088946	0.024120248097056533	11.0	41.0	0.0
gini_index	0.5533967573361919	0.016259869638894982	11.0	41.0	0.0
accuracy	0.5570739549839229	0.01869018655045557	11.0	41.0	0.0
information_gain	0.5652173913043478	0.015044858808100152	21.0	41.0	0.0
